,Company,TypeName,Ram,OpSys,Weight,Price,IPS,Touchscreen,Display,PPI,HDD,SSD,Hybrid,Flash_Storage,Gpu_brand,Cpu_name
485,Lenovo,Notebook,8,Windows,1.75,55890,1,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
486,Dell,Workstation,16,Windows,2.17,124568,1,0,Full HD,141,0,512,0,0,Nvidia,Intel Core i7
487,Dell,Notebook,16,Windows,2.06,101178,0,0,Full HD,141,0,512,0,0,Nvidia,Intel Core i7
488,Lenovo,Ultrabook,16,Windows,1.36,95797,1,0,Full HD,176,0,512,0,0,Intel,Intel Core i7
489,Asus,Ultrabook,16,Windows,0.91,103896,0,0,Full HD,176,0,512,0,0,Intel,Intel Core i7
490,Lenovo,Notebook,8,Windows,2.3,53918,1,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i5
491,Toshiba,Ultrabook,32,Windows,1.05,149130,0,1,Full HD,165,0,512,0,0,Intel,Intel Core i7
492,Asus,Gaming,8,Windows,1.99,71928,0,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i7
493,Acer,Notebook,8,Windows,2.2,30849,0,0,HD,100,1000,0,0,0,AMD,AMD
494,Asus,Gaming,24,Windows,4.33,67612,1,1,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
495,Lenovo,Ultrabook,8,Windows,1.3,58554,1,0,HD,125,0,180,0,0,Intel,Intel Core i5
496,Lenovo,Notebook,8,Windows,2.17,47893,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i7
497,HP,Notebook,8,Windows,1.48,93186,0,0,Full HD,157,0,1000,0,0,Intel,Intel Core i7
498,Lenovo,Notebook,8,Windows,1.4,50562,1,0,Full HD,165,0,256,0,0,Intel,Intel Core i3
499,Lenovo,Notebook,8,Windows,2.3,48538,1,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
500,Asus,Netbook,4,Windows,1.2,18115,0,0,HD,135,0,0,0,64,Intel,Intel
501,HP,Notebook,8,Windows,1.91,32979,0,0,HD,100,0,256,0,0,AMD,Intel Core i5
502,Lenovo,2 in 1 Convertible,8,Windows,1.4,85194,1,1,Full HD,158,0,256,0,0,Intel,Intel Core i5
503,Lenovo,Notebook,4,Windows,2.1,15930,0,0,HD,111,500,0,0,0,Intel,Intel
504,Lenovo,Netbook,4,Linux/Android/Chrome,1.25,14119,0,0,HD,135,0,16,0,0,Intel,Intel
505,Lenovo,Notebook,8,Windows,1.44,50562,0,0,Full HD,165,0,256,0,0,Intel,Intel Core i5
506,Asus,Notebook,8,Windows,2.0,65214,0,0,Full HD,141,1000,256,0,0,Intel,Intel Core i7
507,Acer,Notebook,4,Windows,2.2,32660,1,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i5
508,HP,Ultrabook,8,Windows,1.34,70489,1,0,Full HD,165,0,512,0,0,Intel,Intel Core i7
509,Lenovo,Gaming,8,Linux/Android/Chrome,2.4,61218,1,0,Full HD,141,1000,256,0,0,Nvidia,Intel Core i7
510,Dell,Ultrabook,8,Windows,1.29,47898,1,1,Full HD,165,0,128,0,0,Intel,Intel Core i5
511,Acer,Notebook,4,Windows,2.2,34045,0,0,Full HD,141,500,0,0,0,Nvidia,Intel Core i7
512,Dell,Notebook,8,Windows,2.18,44542,0,0,Full HD,141,1000,0,0,0,Intel,Intel Core i5
513,Dell,Notebook,16,Windows,2.2,64961,0,0,Full HD,141,2000,256,0,0,AMD,Intel Core i7
514,Xiaomi,Notebook,16,Linux/Android/Chrome,1.95,74589,1,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
515,Asus,Netbook,2,Windows,1.1,13053,0,0,HD,135,0,0,0,32,Intel,Intel
516,HP,Notebook,4,Windows,2.04,27783,0,1,HD,100,1000,0,0,0,Intel,Intel Core i5
517,Asus,Gaming,24,Windows,2.24,158135,0,0,Full HD,141,0,512,0,0,Nvidia,Intel Core i7
518,HP,Notebook,8,Windows,2.04,47365,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i5
519,Asus,Gaming,16,Windows,3.0,80133,0,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
520,Lenovo,Gaming,8,Windows,3.2,74538,1,0,Full HD,141,1000,256,0,0,Nvidia,Intel Core i7
521,HP,Ultrabook,8,Windows,1.32,74538,1,0,Full HD,165,0,256,0,0,Intel,Intel Core i7
522,Dell,Notebook,8,Windows,1.64,68184,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
523,HP,Notebook,4,Windows,1.63,36709,0,0,HD,100,0,128,0,0,Intel,Intel Core i3
524,Dell,Notebook,8,Linux/Android/Chrome,2.8,47365,1,0,Full HD,127,1000,128,0,0,AMD,Intel Core i5
525,Lenovo,Notebook,8,Windows,2.02,71395,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
526,Lenovo,Notebook,4,Windows,2.2,42570,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i7
527,Lenovo,Notebook,8,Linux/Android/Chrome,2.2,24455,0,0,HD,100,2000,0,0,0,Nvidia,Intel Core i3
528,Dell,Notebook,4,Windows,2.3,31168,0,0,Full HD,141,500,0,0,0,AMD,Intel Core i5
529,Dell,Notebook,8,Windows,1.9,73366,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
530,Dell,Gaming,16,Windows,4.42,160520,1,0,Full HD,127,1000,128,0,0,Nvidia,Intel Core i7
531,Toshiba,Notebook,8,Windows,2.0,45820,1,0,Full HD,141,500,0,0,0,Intel,Intel Core i5
532,Asus,Notebook,8,Windows,2.0,69210,1,0,4k,282,1000,256,0,0,Nvidia,Intel Core i7
533,Mediacom,Notebook,4,Windows,1.2,19660,1,0,Full HD,165,0,32,0,0,Intel,Intel
534,Asus,Gaming,8,Windows,2.3,87858,1,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i5
535,Dell,Notebook,8,Windows,1.93,72940,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
536,Dell,Notebook,8,Windows,2.2,42486,0,0,Full HD,141,0,256,0,0,AMD,Intel Core i5
537,HP,Notebook,4,Windows,1.86,21258,0,0,Full HD,141,0,256,0,0,Intel,Intel
538,HP,Gaming,12,Windows,2.62,95850,0,0,Full HD,127,1000,0,0,0,Nvidia,Intel Core i7
539,Lenovo,Notebook,8,Windows,1.87,45767,1,0,Full HD,157,0,256,0,0,Nvidia,Intel Core i7
540,Dell,Ultrabook,8,Windows,1.2,74538,0,1,Quad HD+,276,0,256,0,0,Intel,Intel Core i7
541,Dell,Notebook,4,Windows,1.6,39207,0,0,Full HD,157,0,128,0,0,Intel,Intel Core i3
542,HP,Ultrabook,8,Windows,1.34,61005,1,0,Quad HD+,276,0,256,0,0,Intel,Intel Core i7
543,Acer,Gaming,8,Linux/Android/Chrome,2.4,42517,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i5
544,Asus,Notebook,4,Windows,2.0,18594,0,0,HD,100,500,0,0,0,AMD,AMD
545,HP,Notebook,4,Windows,2.1,37589,0,0,Full HD,141,0,128,0,0,Intel,Intel Core i3
546,Lenovo,Notebook,4,Windows,1.87,41824,0,0,Full HD,157,500,0,0,0,Intel,Intel Core i5
547,Lenovo,Notebook,4,Linux/Android/Chrome,2.15,24634,0,0,Full HD,141,1000,0,0,0,Intel,Intel Core i5
548,HP,Notebook,4,Windows,1.86,21152,0,0,Full HD,141,500,0,0,0,Intel,Intel Core i3
549,Lenovo,Notebook,8,Windows,1.99,92121,1,0,Full HD,141,0,512,0,0,Intel,Intel Core i7
550,Lenovo,Notebook,4,Windows,2.2,26586,0,0,Full HD,141,0,128,0,0,Intel,Intel Core i3
551,Dell,Notebook,8,Windows,1.9,59513,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
552,Dell,Gaming,16,Windows,4.42,143802,1,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
553,HP,Notebook,8,Windows,2.65,28992,0,0,HD,106,1000,0,0,0,Intel,Intel Core i3
554,HP,Notebook,8,Windows,2.63,68198,0,0,Full HD,127,1000,0,0,0,Nvidia,Intel Core i7
555,Asus,Notebook,4,Linux/Android/Chrome,2.0,11934,0,0,HD,100,500,0,0,0,Intel,Intel
556,Mediacom,Notebook,4,Windows,1.35,13586,1,0,Full HD,165,0,0,0,32,Intel,Intel
557,Lenovo,Notebook,6,Windows,2.8,50562,0,0,HD,106,1000,128,0,0,Nvidia,Intel Core i7
558,HP,Notebook,6,Windows,1.91,30310,1,0,Full HD,141,0,128,0,0,AMD,AMD
559,Dell,Notebook,4,Windows,2.18,32921,0,0,HD,100,1000,0,0,0,AMD,Intel Core i3
560,Acer,2 in 1 Convertible,4,Windows,1.25,18594,1,1,Full HD,189,0,0,0,32,Intel,Intel
561,Lenovo,Notebook,4,Windows,2.05,33566,0,0,Full HD,141,0,128,0,0,Intel,Intel Core i3
562,HP,Ultrabook,16,Windows,1.16,104695,1,1,Quad HD+,276,0,512,0,0,Intel,Intel
563,Lenovo,Notebook,8,Windows,3.4,159786,1,0,Full HD,127,0,256,0,0,Nvidia,Intel Core i7
564,Asus,Notebook,8,Windows,2.5,44701,0,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i5
565,Dell,Ultrabook,8,Windows,1.21,85194,1,1,4k,331,0,128,0,0,Intel,Intel Core i5
566,Dell,Notebook,4,Windows,1.93,51095,0,0,HD,100,500,0,0,0,Intel,Intel Core i5
567,Fujitsu,Notebook,8,Windows,2.2,39373,0,0,HD,100,1000,0,0,0,Intel,Intel Core i5
568,Lenovo,Notebook,4,Windows,2.2,18328,0,0,Full HD,141,500,0,0,0,Intel,Intel
569,Lenovo,Notebook,4,Windows,2.02,52747,0,0,HD,111,500,0,0,0,Intel,Intel Core i5
570,HP,Workstation,8,Windows,3.14,99153,0,0,HD,106,500,0,0,0,Nvidia,Intel Core i5
571,HP,Notebook,8,Windows,1.94,20725,0,0,HD,111,2000,0,0,0,Intel,Intel
572,HP,Notebook,6,Windows,1.95,34578,1,0,Full HD,141,0,256,0,0,AMD,AMD
573,Lenovo,Notebook,8,Windows,2.3,44222,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
574,Lenovo,Notebook,4,Windows,2.05,36496,0,0,Full HD,141,500,0,0,0,Intel,Intel Core i5
575,Mediacom,Notebook,4,Windows,1.4,13266,0,0,Full HD,157,0,32,0,0,Intel,Intel
576,Toshiba,Ultrabook,16,Windows,1.24,99367,0,1,Full HD,157,0,512,0,0,Intel,Intel Core i7
577,Lenovo,Gaming,32,Windows,4.6,141884,1,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
578,MSI,Gaming,16,Windows,4.14,145401,0,0,Full HD,127,1000,512,0,0,Nvidia,Intel Core i7
579,Dell,Notebook,8,Linux/Android/Chrome,2.2,39907,0,0,Full HD,141,0,256,0,0,AMD,Intel Core i7
580,Mediacom,Notebook,4,Windows,1.45,20725,1,0,Full HD,157,0,32,0,0,Intel,Intel
581,Dell,Notebook,8,Windows,1.9,53733,0,0,HD,100,500,0,0,0,Intel,Intel Core i5
582,HP,Notebook,4,Windows,1.49,38308,0,0,Full HD,165,0,128,0,0,Intel,Intel Core i3
583,Dell,Notebook,16,Windows,1.93,81912,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
584,Dell,Netbook,4,Linux/Android/Chrome,1.26,15717,0,0,HD,135,0,0,0,16,Intel,Intel
585,MSI,Gaming,16,Windows,4.5,125154,0,0,Full HD,127,1000,128,0,0,Nvidia,Intel Core i7
586,HP,Gaming,16,Windows,3.78,79813,1,0,Full HD,127,1000,256,0,0,Nvidia,Intel Core i7
587,Lenovo,Ultrabook,12,Windows,1.4,89137,1,0,Full HD,157,0,256,0,0,Intel,Intel Core i7
588,Lenovo,Notebook,12,Windows,2.2,32447,0,1,HD,100,1000,0,0,0,Intel,Intel Core i7
589,Asus,Gaming,8,Windows,2.73,94305,1,0,Full HD,127,1000,128,0,0,Nvidia,Intel Core i5
590,Asus,2 in 1 Convertible,8,Windows,2.2,39373,0,1,HD,100,1000,0,0,0,Intel,Intel Core i5
591,Lenovo,Notebook,12,Windows,2.2,50562,0,0,Full HD,141,0,512,0,0,AMD,AMD
592,Dell,2 in 1 Convertible,4,Windows,1.39,32127,0,1,HD,135,0,128,0,0,Intel,Intel
593,Samsung,Notebook,16,Windows,2.5,90522,0,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i7
594,Lenovo,Notebook,4,Linux/Android/Chrome,2.8,28185,0,0,Full HD,127,500,0,0,0,Intel,Intel Core i3
595,Lenovo,Notebook,8,Windows,2.29,24455,0,0,HD,100,1000,0,0,0,Intel,Intel Core i3
596,Lenovo,2 in 1 Convertible,8,Windows,1.37,107892,1,1,Full HD,165,0,512,0,0,Intel,Intel Core i7
597,Lenovo,Notebook,8,Windows,1.7,78534,1,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
598,Dell,2 in 1 Convertible,8,Windows,1.34,88977,0,1,Full HD,176,0,256,0,0,Intel,Intel Core i5
599,Dell,Workstation,8,Windows,2.06,93932,0,1,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
600,HP,Notebook,8,Windows,1.84,64948,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i7
601,HP,Notebook,4,Windows,2.1,35616,0,0,HD,100,500,0,0,0,Intel,Intel Core i3
602,Acer,Notebook,4,Windows,1.6,17529,0,0,Full HD,157,0,0,0,32,Intel,Intel
603,MSI,Gaming,16,Windows,4.14,117162,0,0,Full HD,127,1000,128,0,0,Nvidia,Intel Core i7
604,Dell,Notebook,4,Linux/Android/Chrome,2.18,24775,0,0,HD,100,1000,0,0,0,AMD,Intel Core i3
605,MSI,Gaming,16,Windows,1.8,122490,0,0,4k,282,2000,256,0,0,Nvidia,Intel Core i7
606,Toshiba,Notebook,8,Windows,2.2,74538,1,0,Full HD,141,0,256,0,0,Intel,Intel Core i7
607,Lenovo,Notebook,6,Windows,2.4,30049,0,0,Full HD,141,1000,0,0,0,Intel,Intel Core i5
608,Lenovo,2 in 1 Convertible,8,Windows,2.0,69210,1,1,Full HD,141,0,256,0,0,Intel,Intel Core i7
609,Acer,Notebook,4,Windows,1.6,18594,0,0,HD,111,0,0,0,128,Intel,Intel
610,Lenovo,Notebook,32,Windows,2.5,261018,1,0,4k,282,0,1000,0,0,Nvidia,Intel
611,Dell,Gaming,16,Windows,2.59,46833,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i7
612,Dell,Notebook,4,Linux/Android/Chrome,2.18,23650,0,0,HD,100,1000,0,0,0,Intel,Intel Core i3
613,Dell,Notebook,4,Linux/Android/Chrome,2.25,19127,0,0,HD,100,1000,0,0,0,Intel,Intel Core i3
614,Dell,Notebook,4,Linux/Android/Chrome,1.93,46300,0,0,HD,100,500,0,0,0,Intel,Intel Core i5
615,Asus,Gaming,8,Windows,3.0,62231,0,0,Full HD,127,1000,128,0,0,Nvidia,Intel Core i7
616,Dell,Notebook,4,Linux/Android/Chrome,2.18,30316,0,0,Full HD,141,0,128,0,0,AMD,Intel Core i5
617,HP,Ultrabook,8,Windows,1.84,74005,0,0,Full HD,141,0,512,0,0,Intel,Intel Core i7
618,MSI,Gaming,16,Windows,2.94,120831,0,0,Full HD,141,1000,256,0,0,Nvidia,Intel Core i7
619,Acer,2 in 1 Convertible,4,Linux/Android/Chrome,1.25,20193,1,1,HD,135,0,0,0,32,Intel,Intel
620,HP,Notebook,8,Windows,2.31,59886,0,0,HD,111,0,256,0,0,Intel,Intel Core i5
621,Lenovo,Notebook,8,Windows,1.65,78055,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
622,Dell,Notebook,4,Windows,2.2,41345,0,0,Full HD,141,1000,0,0,0,AMD,Intel Core i5
623,Fujitsu,Notebook,8,Windows,2.2,42570,0,0,HD,100,0,256,0,0,Intel,Intel Core i5
624,HP,Notebook,4,Windows,1.88,49656,0,0,HD,100,500,0,0,0,Intel,Intel Core i5
625,Lenovo,Notebook,8,Windows,2.2,47898,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i7
626,Mediacom,Notebook,2,Windows,1.4,12733,0,0,Full HD,157,0,0,0,32,Intel,Intel
627,Lenovo,Notebook,4,Linux/Android/Chrome,2.2,24935,0,0,Full HD,141,0,128,0,0,Intel,Intel Core i5
628,Asus,2 in 1 Convertible,6,Windows,1.5,34046,0,1,Full HD,165,1000,0,0,0,Intel,Intel Core i5
629,Dell,Notebook,8,Windows,2.0,96969,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i7
630,Asus,Ultrabook,16,Windows,1.1,101232,0,0,Full HD,157,0,512,0,0,Intel,Intel Core i7
631,Dell,Gaming,16,Windows,2.62,78801,0,0,Full HD,141,1000,256,0,0,Nvidia,Intel Core i7
632,Lenovo,Notebook,4,Windows,1.8,44169,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
633,Lenovo,Notebook,4,Windows,2.2,30849,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i3
634,Asus,Notebook,8,Windows,2.0,21258,0,0,HD,100,1000,0,0,0,Intel,Intel
635,Asus,Notebook,8,Windows,1.99,48304,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i5
636,Dell,Ultrabook,8,Windows,1.23,99580,0,1,Quad HD+,276,0,256,0,0,Intel,Intel Core i5
637,Lenovo,Notebook,2,Windows,1.42,13266,0,0,HD,111,0,0,0,32,Intel,Intel
638,Lenovo,2 in 1 Convertible,8,Windows,1.37,93635,1,1,Full HD,165,0,256,0,0,Intel,Intel Core i7
639,Dell,Notebook,16,Windows,2.06,127818,0,1,4k,282,0,1000,0,0,Nvidia,Intel Core i7
640,Lenovo,Gaming,8,Windows,2.5,59087,1,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i7
641,HP,Notebook,8,Windows,2.6,27753,0,0,HD,107,1000,0,0,0,AMD,AMD
642,Lenovo,Ultrabook,16,Windows,1.14,130536,1,0,Full HD,157,0,512,0,0,Intel,Intel Core i7
643,Asus,Gaming,8,Linux/Android/Chrome,2.5,62284,1,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i7
644,Acer,Notebook,4,Windows,2.4,23976,0,0,HD,100,500,0,0,0,Intel,Intel Core i3
645,Lenovo,Notebook,4,Windows,1.43,14598,0,0,HD,111,0,0,0,32,Intel,Intel
646,Acer,Ultrabook,8,Windows,1.8,48964,1,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
647,Razer,Gaming,16,Windows,1.95,138474,0,0,Full HD,157,0,256,0,0,Nvidia,Intel Core i7
648,Toshiba,Notebook,8,Windows,1.2,64628,0,0,Full HD,165,0,256,0,0,Intel,Intel Core i5
649,Lenovo,Ultrabook,8,Windows,1.36,84395,1,0,Full HD,176,0,256,0,0,Intel,Intel Core i7
650,Asus,Gaming,32,Windows,3.8,149130,1,0,Full HD,127,0,512,0,0,Nvidia,Intel Core i7
651,Acer,Gaming,8,Linux/Android/Chrome,2.4,37775,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i5
652,Dell,Ultrabook,8,Windows,1.2,77250,0,0,Full HD,165,0,256,0,0,Intel,Intel Core i5
653,MSI,Gaming,8,Windows,2.2,63499,0,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i7
654,HP,Notebook,4,Linux/Android/Chrome,1.86,19441,0,0,HD,100,500,0,0,0,Intel,Intel Core i3
655,Toshiba,Notebook,8,Windows,2.0,56689,1,0,Full HD,141,500,0,0,0,Intel,Intel Core i5
656,Dell,Notebook,8,Windows,2.2,48964,0,0,Full HD,141,0,256,0,0,AMD,Intel Core i7
657,Dell,Notebook,16,Windows,2.2,60472,0,0,Full HD,141,2000,256,0,0,AMD,Intel Core i7
658,Lenovo,Gaming,8,Windows,3.31,63722,1,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i7
659,Dell,Gaming,32,Windows,4.42,167691,1,0,4k,254,1000,512,0,0,Nvidia,Intel Core i7
660,Dell,Notebook,8,Windows,1.56,65481,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
661,Lenovo,Notebook,4,Windows,2.2,22324,0,0,HD,100,500,0,0,0,Intel,Intel
662,Lenovo,Notebook,4,Windows,2.2,28504,0,0,Full HD,141,500,0,0,0,Intel,Intel Core i5
663,HP,Notebook,6,Windows,2.04,28717,0,0,HD,141,1000,0,0,0,AMD,Intel Core i3
664,MSI,Gaming,8,Windows,2.7,79215,0,0,Full HD,127,1000,128,0,0,Nvidia,Intel Core i7
665,Toshiba,Notebook,4,Windows,2.1,26533,0,0,HD,100,0,128,0,0,Intel,Intel Core i3
666,Dell,Notebook,8,Windows,2.06,50882,0,0,Full HD,141,1000,0,0,0,Intel,Intel Core i5
667,HP,Notebook,8,Windows,2.1,39693,0,0,Full HD,141,1000,0,0,0,AMD,Intel Core i7
668,Toshiba,Notebook,8,Windows,2.0,67026,1,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
669,Acer,Notebook,4,Linux/Android/Chrome,2.1,21951,0,0,HD,100,0,128,0,0,Intel,Intel Core i3
670,Microsoft,Ultrabook,8,Windows,1.252,99519,0,1,HD,200,0,256,0,0,Intel,Intel Core i7
671,Lenovo,Notebook,8,Windows,1.9,43580,0,0,Full HD,141,1000,128,0,0,AMD,Intel Core i5
672,Lenovo,2 in 1 Convertible,8,Windows,1.3,55091,1,1,Full HD,165,0,256,0,0,Intel,Intel Core i5
673,Lenovo,Notebook,4,Windows,2.2,18594,0,0,HD,100,0,128,0,0,AMD,AMD
674,HP,2 in 1 Convertible,4,Windows,1.63,37242,1,1,Full HD,157,0,128,0,0,Nvidia,Intel Core i3
675,MSI,Gaming,16,Windows,2.4,68944,0,0,Full HD,141,1000,256,0,0,Nvidia,Intel Core i7
676,Asus,Ultrabook,8,Windows,1.1,60472,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
677,HP,2 in 1 Convertible,8,Linux/Android/Chrome,1.4,26373,0,1,HD,135,0,0,0,64,Intel,Intel
678,LG,Ultrabook,8,Windows,1.09,122490,1,0,Full HD,141,0,512,0,0,Intel,Intel Core i7
679,Acer,Gaming,16,Windows,2.5,69210,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i5
680,MSI,Gaming,8,Windows,2.2,53168,0,0,Full HD,141,0,256,0,0,Nvidia,Intel Core i5
681,Asus,Notebook,4,Windows,1.86,22324,0,0,HD,100,0,128,0,0,Intel,Intel
682,Dell,Gaming,16,Windows,3.21,109277,0,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i5
683,HP,Notebook,4,Windows,2.5,37242,1,0,Full HD,127,0,256,0,0,AMD,Intel Core i3
684,Lenovo,2 in 1 Convertible,8,Windows,1.19,79866,1,1,Full HD,165,0,512,0,0,Intel,Intel Core i7
685,Dell,Gaming,16,Windows,3.49,149916,0,0,Full HD,141,1000,256,0,0,Nvidia,Intel Core i7
686,HP,Notebook,4,Windows,1.86,32639,0,0,HD,100,500,0,0,0,AMD,Intel Core i5
687,Dell,Notebook,4,Windows,2.2,29073,0,0,HD,100,1000,0,0,0,AMD,Intel Core i3
688,HP,Notebook,6,Windows,2.65,30316,1,0,Full HD,127,2000,0,0,0,AMD,AMD
689,Lenovo,Notebook,4,Windows,2.1,16943,0,0,HD,100,500,0,0,0,Intel,Intel
690,Acer,Notebook,4,Linux/Android/Chrome,1.45,19980,0,0,HD,111,0,0,0,32,Intel,Intel
691,Lenovo,Notebook,4,Windows,1.7,37242,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
692,HP,Workstation,8,Windows,3.14,101657,0,0,Full HD,127,500,0,0,0,Nvidia,Intel Core i7
693,Lenovo,2 in 1 Convertible,8,Windows,1.42,137995,0,1,HD,209,0,256,0,0,Intel,Intel Core i7
694,Toshiba,Notebook,8,Windows,1.5,51841,1,0,Full HD,165,0,256,0,0,Intel,Intel Core i5
695,Acer,Netbook,4,Windows,1.4,14332,0,0,HD,135,0,0,0,32,Intel,Intel
696,Lenovo,2 in 1 Convertible,16,Windows,1.38,93186,0,1,Full HD,157,0,512,0,0,Intel,Intel Core i7
697,Asus,2 in 1 Convertible,4,Linux/Android/Chrome,1.2,35644,0,1,Full HD,176,0,0,0,64,Intel,Intel
698,Toshiba,Ultrabook,16,Windows,1.36,100006,0,1,Full HD,165,0,512,0,0,Intel,Intel Core i7
699,HP,Notebook,4,Windows,2.1,36709,1,0,Full HD,141,500,0,0,0,AMD,Intel Core i7
700,Dell,Gaming,8,Windows,2.56,43636,0,0,Full HD,141,1000,0,0,0,Nvidia,Intel Core i5
701,Lenovo,Notebook,4,Windows,2.2,21258,0,0,Full HD,141,0,256,0,0,AMD,AMD
702,Lenovo,Notebook,8,Windows,2.2,22857,0,0,HD,100,1000,0,0,0,AMD,AMD
703,Lenovo,Notebook,4,Windows,2.1,33110,0,0,Full HD,141,2000,0,0,0,Intel,Intel Core i5
704,Lenovo,Notebook,4,Linux/Android/Chrome,1.9,23976,0,0,HD,100,500,0,0,0,Intel,Intel Core i3
705,Dell,Notebook,8,Windows,2.18,42357,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
706,Acer,2 in 1 Convertible,8,Windows,1.6,53226,1,1,Full HD,165,0,256,0,0,Intel,Intel Core i5
707,Lenovo,Workstation,16,Windows,2.18,98834,0,0,Full HD,141,0,512,0,0,Nvidia,Intel Core i7
708,Lenovo,Notebook,8,Windows,1.8,63456,0,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
709,HP,Notebook,6,Windows,2.71,34898,1,0,Full HD,127,2000,0,0,0,AMD,AMD
710,Lenovo,Gaming,8,Windows,2.5,66546,1,0,Full HD,141,1000,128,0,0,Nvidia,Intel Core i7
711,Dell,Notebook,8,Linux/Android/Chrome,1.64,58021,0,0,Full HD,157,0,256,0,0,Nvidia,Intel Core i5
712,Dell,Notebook,8,Linux/Android/Chrome,1.98,38681,0,0,Full HD,141,1000,0,0,0,Intel,Intel Core i5
713,Asus,Notebook,4,Windows,1.5,15877,0,0,Full HD,157,0,0,0,32,Intel,Intel
714,Dell,Notebook,16,Windows,1.93,76012,0,0,Full HD,141,0,512,0,0,Intel,Intel Core i5
715,Lenovo,Notebook,8,Windows,1.87,45664,1,0,Full HD,157,0,256,0,0,Nvidia,Intel Core i5
716,Dell,Notebook,8,Windows,1.9,62817,0,0,Full HD,141,0,256,0,0,Intel,Intel Core i5
717,Lenovo,Notebook,4,Windows,2.19,15877,0,0,HD,100,500,0,0,0,AMD,AMD
718,Mediacom,Notebook,4,Windows,1.4,14119,1,0,Full HD,161,32,0,0,0,Intel,Intel
719,HP,Notebook,8,Windows,2.63,63936,0,0,Full HD,127,0,256,0,0,Nvidia,Intel Core i7
720,Lenovo,Ultrabook,8,Windows,1.17,89864,1,0,Quad HD+,209,0,512,0,0,Intel,Intel Core i7
721,HP,2 in 1 Convertible,8,Windows,1.58,44574,1,1,HD,117,0,256,0,0,Intel,Intel Core i5
722,Lenovo,Ultrabook,8,Windows,1.32,79866,1,0,Full HD,157,0,256,0,0,Intel,Intel Core i5
723,Dell,Gaming,32,Windows,4.36,194972,0,0,4k,254,1000,1000,0,0,Nvidia,Intel Core i7
724,MSI,Gaming,8,Windows,2.7,71847,0,0,Full HD,127,1000,128,0,0,Nvidia,Intel Core i7
725,Lenovo,Notebook,4,Linux/Android/Chrome,1.9,26101,0,0,HD,100,1000,0,0,0,Intel,Intel Core i5
726,Dell,Notebook,8,Windows,2.2,38308,0,0,Full HD,141,1000,128,0,0,AMD,Intel Core i5
727,Dell,2 in 1 Convertible,4,Windows,1.71,34578,0,1,Full HD,165,1000,0,0,0,Intel,Intel Core i3
728,Dell,Notebook,8,Linux/Android/Chrome,2.32,31409,0,0,HD,100,1000,0,0,0,AMD,Intel Core i5
